sbj_schedule_code,sbj_code,sbj_description,sbj_unit,sbj_year,sbj_section,sbj_course,sbj_sem,sbj_sy
5315,MTH 122,PLANE TRIGONOMETRY,3,1ST,B,BSIS,2ND,2015-2016
5314,FIL 122,PAGBASA AT PAGSULAT TUNGO SA PANANALIKSIK,3,1ST,B,BSIS,2ND,2015-2016
5313,ENG 122,WRITING IN THE DISCIPLINE,3,1ST,B,BSIS,2ND,2015-2016
5312,IS 123,TECHNICAL COMPUTER CONCEPTS,3,1ST,B,BSIS,2ND,2015-2016
5311,IS 122,INTERNET W/ HTML E-COMMERCE,5,1ST,B,BSIS,2ND,2015-2016
5310,IS 121,COMPUTER PROGRAMMING II (JAVA),5,1ST,B,BSIS,2ND,2015-2016
5309,,,,,,,,
5308,NSTP 122,CIVIC WELFARE TRAINING SERVICES,3,1ST,A,BSIS,2ND,2015-2016
5307,PE 122,RHYTHMIC ACTIVITIES,2,1ST,A,BSIS,2ND,2015-2016
5306,BUS 112,FUNDAMENTALS OF ACCOUNTING P-1,3,1ST,A,BSIS,2ND,2015-2016
5305,MTH 122,PLANE TRIGONOMETRY,3,1ST,A,BSIS,2ND,2015-2016
5304,FIL 122,PAGBASA AT PAGSULAT TUNGO SA PANANALIKSIK,3,1ST,A,BSIS,2ND,2015-2016
5303,ENG 122,WRITING IN THE DISCIPLINE,3,1ST,A,BSIS,2ND,2015-2016
5302,IS 123,TECHNICAL COMPUTER CONCEPTS,3,1ST,A,BSIS,2ND,2015-2016
5301,IS 122,INTERNET W/ HTML E-COMMERCE,5,1ST,A,BSIS,2ND,2015-2016
5300,IS 121,COMPUTER PROGRAMMING II (JAVA),5,1ST,A,BSIS,2ND,2015-2016
5299,,,,,,,,
5298,SS 001,PGNC,3,4TH,B,BSCS,2ND,2015-2016
5297,MAN OO2,"RIZAL'S LIFE, WORKS & WRITINGS",3,4TH,B,BSCS,2ND,2015-2016
5296,CS 424,THESIS  II,5,4TH,B,BSCS,2ND,2015-2016
5295,CS 423,ADVANCED SPECIAL TOPICS,3,4TH,B,BSCS,2ND,2015-2016
5294,CS 422,COMPUTER ISSUES & SEMINARS,3,4TH,B,BSCS,2ND,2015-2016
5293,CS 421,AUTOMATA & LANGUAGE THEORY,3,4TH,B,BSCS,2ND,2015-2016
5292,,,,,,,,
5291,SS 001,PGNC,3,4TH,A,BSCS,2ND,2015-2016
5290,MAN OO2,"RIZAL'S LIFE, WORKS & WRITINGS",3,4TH,A,BSCS,2ND,2015-2016
5289,CS 424,THESIS  II,5,4TH,A,BSCS,2ND,2015-2016
5288,CS 423,ADVANCED SPECIAL TOPICS,3,4TH,A,BSCS,2ND,2015-2016
5287,CS 422,COMPUTER ISSUES & SEMINARS,3,4TH,A,BSCS,2ND,2015-2016
5286,CS 421,AUTOMATA & LANGUAGE THEORY,3,4TH,A,BSCS,2ND,2015-2016
5285,,,,,,,,
5284,MTC 312,INTEGRAL CALCULUS,3,3RD,B,BSCS,2ND,2015-2016
5283,ENTREP,ENTREPRENEURSHIP,3,3RD,B,BSCS,2ND,2015-2016
5282,HUM 002,SOCIAL ARTS,3,3RD,B,BSCS,2ND,2015-2016
5281,RES 001,INTRODUCTION TO RESEARCH,3,3RD,B,BSCS,2ND,2015-2016
5280,PHY 002,PHYSICS II,3,3RD,B,BSCS,2ND,2015-2016
5279,CS 323,DATABASE MANAGEMENT SYSTEM,3,3RD,B,BSCS,2ND,2015-2016
5278,CS 322,SOFTWARE ENGINEERING,3,3RD,B,BSCS,2ND,2015-2016
5277,CS 321,DYNAMIC WEB PROGRAMMING,5,3RD,B,BSCS,2ND,2015-2016
5276,,,,,,,,
5275,MTC 312,INTEGRAL CALCULUS,3,3RD,A,BSCS,2ND,2015-2016
5274,ENTREP,ENTREPRENEURSHIP,3,3RD,A,BSCS,2ND,2015-2016
5273,HUM 002,SOCIAL ARTS,3,3RD,A,BSCS,2ND,2015-2016
5272,RES 001,INTRODUCTION TO RESEARCH,3,3RD,A,BSCS,2ND,2015-2016
5271,PHY 002,PHYSICS II,3,3RD,A,BSCS,2ND,2015-2016
5270,CS 323,DATABASE MANAGEMENT SYSTEM,3,3RD,A,BSCS,2ND,2015-2016
5269,CS 322,SOFTWARE ENGINEERING,3,3RD,A,BSCS,2ND,2015-2016
5268,CS 321,DYNAMIC WEB PROGRAMMING,5,3RD,A,BSCS,2ND,2015-2016
5267,,,,,,,,
5266,PE 004,TEAM SPORTS,2,2ND,B,BSCS,2ND,2015-2016
5265,ACC 001,FUNDAMENTALS OF ACCOUNTING,3,2ND,B,BSCS,2ND,2015-2016
5264,CS 224,OPERATING SYSTEM AND APPLICATION,3,2ND,B,BSCS,2ND,2015-2016
5263,SSC 224,SOCIOLOGY AND ANTHROPOLOGY,3,2ND,B,BSCS,2ND,2015-2016
5262,ENG 224,BCTRW,3,2ND,B,BSCS,2ND,2015-2016
5261,CS 223,COMPUTER GRAPHICS 1,3,2ND,B,BSCS,2ND,2015-2016
5260,CS 222,WEB DEVELOPMENT 2,5,2ND,B,BSCS,2ND,2015-2016
5259,CS 221,ADVANCED PROGRAMMING,5,2ND,B,BSCS,2ND,2015-2016
5258,,,,,,,,
5257,PE 004,TEAM SPORTS,2,2ND,A,BSCS,2ND,2015-2016
5256,ACC 001,FUNDAMENTALS OF ACCOUNTING,3,2ND,A,BSCS,2ND,2015-2016
5255,CS 224,OPERATING SYSTEM & APPLICATIONS,3,2ND,A,BSCS,2ND,2015-2016
5254,SSC 224,SOCIOLOGY AND ANTHROPOLOGY,3,2ND,A,BSCS,2ND,2015-2016
5253,ENG 224,BCTRW,3,2ND,A,BSCS,2ND,2015-2016
5252,CS 223,COMPUTER GRAPHICS 1,3,2ND,A,BSCS,2ND,2015-2016
5251,CS 222,WEB DEVELOPMENT 2,5,2ND,A,BSCS,2ND,2015-2016
5250,CS 221,ADVANCED PROGRAMMING,5,2ND,A,BSCS,2ND,2015-2016
5249,,,,,,,,
5248,CS 121,COMPUTER PROGRAMMING II (JAVA LANG.),5,1ST,B,BSCS,2ND,2015-2016
5247,NSTP 122,CIVIC WELFARE TRAINING SERVICES,3,1ST,B,BSCS,2ND,2015-2016
5246,PE 122,RHYTHMIC ACTIVITIES,2,1ST,B,BSCS,2ND,2015-2016
5245,MTH 122,PLANE TRIGONOMETRY,3,1ST,B,BSCS,2ND,2015-2016
5244,FIL 122,PAGBASA AT PAGSULAT TUNGO SA PANANALIKSIK,3,1ST,B,BSCS,2ND,2015-2016
5243,ENG 122,WRITING IN THE DISCIPLINE,3,1ST,B,BSCS,2ND,2015-2016
5242,CS 123,TECHNICAL COMPUTER CONCEPTS,3,1ST,B,BSCS,2ND,2015-2016
5241,CS 122,INTERNET W/ HTML & E-COMMERCE,5,1ST,B,BSCS,2ND,2015-2016
5240,,,,,,,,
5239,CS 121,COMPUTER PROGRAMMING II (JAVA LANG.),5,1ST,A,BSCS,2ND,2015-2016
5238,NSTP 122,CIVIC WELFARE TRAINING SERVICES,3,1ST,A,BSCS,2ND,2015-2016
5237,PE 122,RHYTHMIC ACTIVITIES,2,1ST,A,BSCS,2ND,2015-2016
5236,MTH 122,PLANE TRIGONOMETRY,3,1ST,A,BSCS,2ND,2015-2016
5235,FIL 122,PAGBASA AT PAGSULAT TUNGO SA PANANALIKSIK,3,1ST,A,BSCS,2ND,2015-2016
5234,ENG 122,WRITING IN THE DISCIPLINE,3,1ST,A,BSCS,2ND,2015-2016
5233,CS 123,TECHNICAL COMPUTER CONCEPTS,3,1ST,A,BSCS,2ND,2015-2016
5232,CS 122,INTERNET W/ HTML & E-COMMERCE,5,1ST,A,BSCS,2ND,2015-2016
5224,,,,,,,,
5223,PE 004,GROUP SPORTS AND TEAM SPORTS,2,2ND,B,BSIT,2ND,2015-2016
5222,IT 224,DATA COMMUNICATION & NETWORKING 2,3,2ND,B,BSIT,2ND,2015-2016
5221,IT 223,OPERATING SYSTEMS & APPLICATIONS,3,2ND,B,BSIT,2ND,2015-2016
5220,IT 222,DATABASE SYSTEMS,5,2ND,B,BSIT,2ND,2015-2016
5219,IT 221,ADVANCED PROGRAMMING,5,2ND,B,BSIT,2ND,2015-2016
5218,ENG 224,BCTRW,3,2ND,B,BSIT,2ND,2015-2016
5217,SS 213,ECONOMICS W/ LRT,3,2ND,B,BSIT,2ND,2015-2016
5216,,,,,,,,
5215,PE 004,GROUP SPORTS AND TEAM SPORTS,2,2ND,A,BSIT,2ND,2015-2016
5214,IT 224,DATA COMMUNICATION & NETWORKING 2,3,2ND,A,BSIT,2ND,2015-2016
5213,IT 223,OPERATING SYSTEMS & APPLICATIONS,3,2ND,A,BSIT,2ND,2015-2016
5212,IT 222,DATABASE SYSTEMS,5,2ND,A,BSIT,2ND,2015-2016
5211,IT 221,ADVANCED PROGRAMMING,5,2ND,A,BSIT,2ND,2015-2016
5210,ENG 224,BCTRW,3,2ND,A,BSIT,2ND,2015-2016
5209,SS 213,ECONOMICS W/ LRT,3,2ND,A,BSIT,2ND,2015-2016
5208,,,,,,,,
5207,NSTP 122,NATIONAL SERVICE TRAINING PROGRAM,3,1ST,C,BSIT,2ND,2015-2016
5206,PE 002,RHYTHMIC ACTIVITIES,2,1ST,C,BSIT,2ND,2015-2016
5205,MTC 121,PLANE TRIGONOMETRY,3,1ST,C,BSIT,2ND,2015-2016
5204,FIL 121,PAGBASA AT PAGSULAT NG KOMPOSISYON,3,1ST,C,BSIT,2ND,2015-2016
5203,IT 123,COMPUTER HARDWARE SERVICING,3,1ST,C,BSIT,2ND,2015-2016
5202,IT 122,E-COMMERCE AND WEB DEVELOPMENT 1,5,1ST,C,BSIT,2ND,2015-2016
5201,IT 121,OBJECT ORIENTED PROGRAMMING (PROG.II),5,1ST,C,BSIT,2ND,2015-2016
5200,ENG 122,WRITING IN THE DISCIPLINE,3,1ST,C,BSIT,2ND,2015-2016
5199,,,,,,,,
5198,NSTP 122,NATIONAL SERVICE TRAINING PROGRAM,3,1ST,B,BSIT,2ND,2015-2016
5197,PE 002,RHYTHMIC ACTIVITIES,2,1ST,B,BSIT,2ND,2015-2016
5196,MTC 121,PLANE TRIGONOMETRY,3,1ST,B,BSIT,2ND,2015-2016
5195,FIL 121,PAGBASA AT PAGSULAT NG KOMPOSISYON,3,1ST,B,BSIT,2ND,2015-2016
5194,IT 123,COMPUTER HARDWARE SERVICING,3,1ST,B,BSIT,2ND,2015-2016
5193,IT 122,E-COMMERCE AND WEB DEVELOPMENT 1,5,1ST,B,BSIT,2ND,2015-2016
5192,IT 121,OBJECT ORIENTED PROGRAMMING (PROG.II),5,1ST,B,BSIT,2ND,2015-2016
5191,ENG 122,WRITING IN THE DISCIPLINE,3,1ST,B,BSIT,2ND,2015-2016
5190,,,,,,,,
5189,NSTP 122,NATIONAL SERVICE TRAINING PROGRAM,3,1ST,A,BSIT,2ND,2015-2016
5188,PE 002,RHYTHMIC ACTIVITIES,2,1ST,A,BSIT,2ND,2015-2016
5187,MTC 121,PLANE TRIGONOMETRY,3,1ST,A,BSIT,2ND,2015-2016
5186,FIL 121,PAGBASA AT PAGSULAT NG KOMPOSISYON,3,1ST,A,BSIT,2ND,2015-2016
5185,IT 123,COMPUTER HARDWARE SERVICING,3,1ST,A,BSIT,2ND,2015-2016
5184,IT 122,E-COMMERCE AND WEB DEVELOPMENT 1,5,1ST,A,BSIT,2ND,2015-2016
5183,IT 121,OBJECT ORIENTED PROGRAMMING (PROG.II),5,1ST,A,BSIT,2ND,2015-2016
5182,ENG 122,WRITING IN THE DISCIPLINE,3,1ST,A,BSIT,2ND,2015-2016
